risk_score,file,function,start_line,end_line,body_lines,size_terms,guard_hits,lock_hits,once_hits,atomic_hits,alloc_hits,destroy_hits,arithmetic_lines,pointer_lines,global_write_lines,init_flag_lines,count_like_writes,token_density,reasons,signature,excerpt
60,services.c,kain_service_registry_validate_required_collector,1150,1206,57,count|size,,,,_count_load(,snprintf(,,17,10,0,0,1,6,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | allocation or copy sink with no explicit overflow guard,"int kain_service_registry_validate_required_collector( const KainServiceRegistry* registry, KainDiagnosticCollector* collector ) {","int kain_service_registry_validate_required_collector( || const KainServiceRegistry* registry, || KainDiagnosticCollector* collector"
60,services.c,kain_service_registry_format_list,1207,1248,42,count|size,,,,_count_load(,memcpy(|snprintf(,,13,9,0,0,1,12,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | allocation or copy sink with no explicit overflow guard,"int kain_service_registry_format_list( const KainServiceRegistry* registry, char* out, size_t out_size ) {","int kain_service_registry_format_list( || const KainServiceRegistry* registry, || char* out,"
60,simd.c,kain_simd_affine_stats_avx2_raw,208,248,41,index|size,,,,,memcpy(,,14,6,0,0,0,13,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | allocation or copy sink with no explicit overflow guard,"static KAIN_SIMD_TARGET_AVX2 KainSimdAffineStats kain_simd_affine_stats_avx2_raw( const int64_t* left, const int64_t* right, int64_t cells ) {","static KAIN_SIMD_TARGET_AVX2 KainSimdAffineStats kain_simd_affine_stats_avx2_raw( || const int64_t* left, || const int64_t* right,"
60,simd.c,kain_simd_affine_stats_avx512_raw,290,332,43,index|size,,,,,memcpy(,,16,8,0,0,0,13,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | allocation or copy sink with no explicit overflow guard,"static KAIN_SIMD_TARGET_AVX512F KainSimdAffineStats kain_simd_affine_stats_avx512_raw( const int64_t* left, const int64_t* right, int64_t cells ) {","static KAIN_SIMD_TARGET_AVX512F KainSimdAffineStats kain_simd_affine_stats_avx512_raw( || const int64_t* left, || const int64_t* right,"
60,stdlib_abi.c,abi_copy_payload_allocation,617,639,23,allocation|payload|size,,,,,memcpy(|memset(,,8,4,0,0,0,36,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | allocation or copy sink with no explicit overflow guard,"static void* abi_copy_payload_allocation(const void* payload, int64_t payload_size) {","static void* abi_copy_payload_allocation(const void* payload, int64_t payload_size) { || size_t allocation_size; || KainNativeTaggedValue* value;"
60,stdlib_abi.c,abi_tagged_payload_copy,685,705,21,payload|size,,,,,memcpy(|memset(,,11,7,0,0,0,32,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | allocation or copy sink with no explicit overflow guard,"int64_t abi_tagged_payload_copy(const void* value, void* out_payload, int64_t out_payload_size) {","int64_t abi_tagged_payload_copy(const void* value, void* out_payload, int64_t out_payload_size) { || const KainNativeTaggedValue* tagged = abi_as_tagged(value); || if (tagged == 0 || out_payload == 0 || out_payload_size < 0) {"
60,stdlib_abi.c,abi_future_ready_from_value,768,792,25,allocation|payload|size,,,,,memcpy(|memset(,,9,6,0,0,0,35,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | allocation or copy sink with no explicit overflow guard,"void* abi_future_ready_from_value(const void* payload, int64_t payload_size) {","void* abi_future_ready_from_value(const void* payload, int64_t payload_size) { || KainNativeFutureValue* future_value; || size_t allocation_size;"
60,stdlib_abi.c,abi_future_await_payload_copy,812,849,38,payload|size,,,,,memcpy(|memset(,,20,13,0,0,0,33,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | allocation or copy sink with no explicit overflow guard,"int64_t abi_future_await_payload_copy(const void* future_value, void* out_payload, int64_t out_payload_size) {","int64_t abi_future_await_payload_copy(const void* future_value, void* out_payload, int64_t out_payload_size) { || KainDiagnostic diag = abi_diag(); || KainNativeFutureValue* future = abi_as_future(future_value);"
60,stdlib_abi.c,abi_patch_undo_last,1224,1235,12,count|index,,,,,,,5,4,2,0,0,6,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | writes global state without obvious synchronization,int64_t abi_patch_undo_last(void) {,int64_t abi_patch_undo_last(void) { || int64_t index; || for (index = g_kain_native_patch_journal_count - 1; index >= 0; index--) {
60,stdlib_abi.c,abi_fs_builder_init,1437,1448,12,capacity|length,,,,,malloc(,,7,5,0,0,0,3,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | allocation or copy sink with no explicit overflow guard,static int abi_fs_builder_init(KainNativeFsTextBuilder* builder) {,static int abi_fs_builder_init(KainNativeFsTextBuilder* builder) { || builder->capacity = 1024; || builder->length = 0;
60,stdlib_abi.c,abi_fs_create_parent_dirs,1656,1688,33,index|length|path|size,,,,,memcpy(,,7,9,0,0,0,25,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | allocation or copy sink with no explicit overflow guard,static int64_t abi_fs_create_parent_dirs(const char* path) {,static int64_t abi_fs_create_parent_dirs(const char* path) { || char buffer[4096]; || size_t length;
60,stdlib_abi.c,abi_fs_read_byte_range_hex,1868,1923,56,count|index|length|offset|path|size,,,,,,free(,8,5,0,0,1,36,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | count-like increment with no lock or atomic,"const char* abi_fs_read_byte_range_hex(const char* path, int64_t offset, int64_t length) {","const char* abi_fs_read_byte_range_hex(const char* path, int64_t offset, int64_t length) { || FILE* file = 0; || unsigned char buffer[4096];"
60,version.c,version_get_info,4,59,56,size,,,,,memset(|snprintf(,,33,24,0,0,0,6,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | allocation or copy sink with no explicit overflow guard,int version_get_info(KainRuntimeVersionInfo* info) {,int version_get_info(KainRuntimeVersionInfo* info) { || if (!info) { || return -1;
60,wire.c,abi_wire_zero_copy_binary_checksum,75,164,90,count|index|limit|size|word,INT64_MAX,,,,calloc(,free(,30,4,0,0,2,66,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | count-like increment with no lock or atomic,"int64_t abi_wire_zero_copy_binary_checksum( int64_t iterations, int64_t packet_count, int64_t words_per_packet, int64_t modulus ) {","int64_t abi_wire_zero_copy_binary_checksum( || int64_t iterations, || int64_t packet_count,"
55,async.c,kain_async_runtime_init_impl,227,238,12,index|size|word,,,,,memset(,,0,0,2,0,0,14,touches size/count/capacity vocabulary | allocation or copy sink with no explicit overflow guard | writes global state without obvious synchronization,static void kain_async_runtime_init_impl(void) {,"static void kain_async_runtime_init_impl(void) { || memset(g_async_tasks, 0, sizeof(g_async_tasks)); || memset(g_async_timers, 0, sizeof(g_async_timers));"
55,attrition.c,kain_attrition_heap_alloc,533,558,26,allocation|bytes|count|size,,,,,malloc(,,2,0,4,0,0,20,touches size/count/capacity vocabulary | allocation or copy sink with no explicit overflow guard | writes global state without obvious synchronization,void* kain_attrition_heap_alloc(size_t total_bytes) {,void* kain_attrition_heap_alloc(size_t total_bytes) { || void* allocation = NULL; || if (!kain_attrition_enabled_fast()) {
55,contract.c,contract_find_service_spec,245,262,18,count|size,,,,,,,3,3,1,0,1,2,touches size/count/capacity vocabulary | writes global state without obvious synchronization | count-like increment with no lock or atomic,static const KainRuntimeServiceSpec* contract_find_service_spec(const char* key) {,static const KainRuntimeServiceSpec* contract_find_service_spec(const char* key) { || size_t i; || const char* canonical_key;
55,entangle.c,entangle_registry_reset,22,26,5,count|size,,,,,memset(,,0,0,1,0,0,2,touches size/count/capacity vocabulary | allocation or copy sink with no explicit overflow guard | writes global state without obvious synchronization,void entangle_registry_reset(void) {,"void entangle_registry_reset(void) { || memset(g_kain_entangle_bindings, 0, sizeof(g_kain_entangle_bindings)); || g_kain_entangle_binding_count = 0;"
55,graphics_system.c,abi_graphics_reset,454,463,10,index|size,,,,,memset(,,1,1,1,0,0,6,touches size/count/capacity vocabulary | allocation or copy sink with no explicit overflow guard | writes global state without obvious synchronization,int64_t abi_graphics_reset(void) {,int64_t abi_graphics_reset(void) { || int64_t index; || for (index = 0; index < ABI_GRAPHICS_MAX_SESSIONS; index += 1) {
55,input_system.c,abi_input_reset,361,366,6,size,,,,,memset(,,0,0,1,0,0,1,touches size/count/capacity vocabulary | allocation or copy sink with no explicit overflow guard | writes global state without obvious synchronization,int64_t abi_input_reset(void) {,"int64_t abi_input_reset(void) { || memset(g_sessions, 0, sizeof(g_sessions)); || g_next_session_id = 1;"
55,process_system.c,abi_process_reset,2072,2089,18,index|size,,,,,memset(,,1,2,4,0,0,14,touches size/count/capacity vocabulary | allocation or copy sink with no explicit overflow guard | writes global state without obvious synchronization,int64_t abi_process_reset(void) {,int64_t abi_process_reset(void) { || int index; || for (index = 0; index < ABI_PROCESS_MAX_PROCESSES; index++) {
55,stdlib_abi.c,abi_attrition_capture_write_report,424,474,51,capacity|count|length|path|size,,,,,memset(,,1,2,3,0,0,16,touches size/count/capacity vocabulary | allocation or copy sink with no explicit overflow guard | writes global state without obvious synchronization,static void abi_attrition_capture_write_report(void) {,static void abi_attrition_capture_write_report(void) { || KainAttritionSnapshot final_snapshot; || KainAttritionEvent events[KAIN_ATTRITION_EVENT_RING_CAPACITY];
55,stdlib_abi.c,abi_entangle_record_i64,1247,1262,16,count|size,,,,,,,2,0,1,0,1,4,touches size/count/capacity vocabulary | writes global state without obvious synchronization | count-like increment with no lock or atomic,"int64_t abi_entangle_record_i64(const char* authority, const char* mirror, int64_t value) {","int64_t abi_entangle_record_i64(const char* authority, const char* mirror, int64_t value) { || (void)value; || abi_copy_text("
55,stdlib_abi.c,abi_converge_record_i64,1275,1284,10,count,,,,,,,2,0,1,0,1,1,touches size/count/capacity vocabulary | writes global state without obvious synchronization | count-like increment with no lock or atomic,"int64_t abi_converge_record_i64(const char* converge_name, const char* lane_name, int64_t spec_value, int64_t fast_value) {","int64_t abi_converge_record_i64(const char* converge_name, const char* lane_name, int64_t spec_value, int64_t fast_value) { || (void)converge_name; || (void)lane_name;"
55,stdlib_abi.c,abi_converge_record_bool,1285,1294,10,count,,,,,,,2,0,1,0,1,1,touches size/count/capacity vocabulary | writes global state without obvious synchronization | count-like increment with no lock or atomic,"int64_t abi_converge_record_bool(const char* converge_name, const char* lane_name, int fast_matches) {","int64_t abi_converge_record_bool(const char* converge_name, const char* lane_name, int fast_matches) { || (void)converge_name; || (void)lane_name;"
55,stdlib_abi.c,abi_orchestrate_stage_begin,1299,1305,7,count,,,,,,,2,0,1,0,1,2,touches size/count/capacity vocabulary | writes global state without obvious synchronization | count-like increment with no lock or atomic,"int64_t abi_orchestrate_stage_begin(const char* runtime_name, const char* function_name) {","int64_t abi_orchestrate_stage_begin(const char* runtime_name, const char* function_name) { || (void)runtime_name; || (void)function_name;"
55,stdlib_abi.c,abi_fs_fail,1395,1423,29,path|size,,,,,snprintf(,,3,2,1,0,0,11,touches size/count/capacity vocabulary | allocation or copy sink with no explicit overflow guard | writes global state without obvious synchronization,"static int64_t abi_fs_fail(const char* operation, const char* path) {","static int64_t abi_fs_fail(const char* operation, const char* path) { || int error_code = errno; || char message[512];"
50,actor.c,kain_actor_reply_port_state_release,967,1038,72,payload|size,,EnterCriticalSection(|LeaveCriticalSection(|pthread_mutex_lock(|pthread_mutex_unlock(,,,,CloseHandle(|DeleteCriticalSection(|free(|pthread_cond_destroy(|pthread_mutex_destroy(,31,28,0,0,0,4,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | destructive teardown after lock release,static void kain_actor_reply_port_state_release(KainActorReplyPortState* state) {,static void kain_actor_reply_port_state_release(KainActorReplyPortState* state) { || int should_destroy = 0; || void* reply_data_to_free = NULL;
50,actor.c,kain_actor_runtime_shutdown,1408,1504,97,size,,EnterCriticalSection(|LeaveCriticalSection(|pthread_mutex_lock(|pthread_mutex_unlock(,,atomic_,,DeleteCriticalSection(|free(|pthread_mutex_destroy(,11,10,10,0,0,3,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | destructive teardown after lock release,/* * Shutdown Actor Runtime * * Terminates all actors and cleans up resources. */ void kain_actor_runtime_shutdown(void) {,/* || * Shutdown Actor Runtime || *
50,actor.c,kain_actor_thread_proc,1936,4426,2491,allocation|bound|bucket|capacity|count|cursor|generation|index|limit|mask|path|payload|size|slot|word,overflow|underflow,EnterCriticalSection(|LeaveCriticalSection(|pthread_mutex_lock(|pthread_mutex_unlock(,,atomic_,calloc(|malloc(|memset(|snprintf(,CloseHandle(|DeleteCriticalSection(|free(|pthread_cond_destroy(|pthread_mutex_destroy(,872,589,72,0,15,366,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | destructive teardown after lock release,static DWORD WINAPI kain_actor_thread_proc(LPVOID param) {,static DWORD WINAPI kain_actor_thread_proc(LPVOID param) { || #else || static void* kain_actor_thread_proc(void* param) {
50,attrition.c,kain_attrition_session_config_init,264,273,10,size,,,,,memset(,,5,3,0,0,0,1,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,void kain_attrition_session_config_init(KainAttritionSessionConfig* config) {,void kain_attrition_session_config_init(KainAttritionSessionConfig* config) { || if (config == NULL) { || return;
50,attrition.c,kain_attrition_runtime_write_audit_json,406,492,87,allocation|bytes|capacity|count|length|size|word,,,,,snprintf(,,4,2,0,0,0,56,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"size_t kain_attrition_runtime_write_audit_json(char* out_text, size_t capacity) {","size_t kain_attrition_runtime_write_audit_json(char* out_text, size_t capacity) { || KainAttritionSnapshot snapshot; || int written;"
50,attrition.c,kain_attrition_runtime_checkpoint,493,515,23,count|cursor,,,,,,,5,0,3,0,0,6,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | writes global state without obvious synchronization,"void kain_attrition_runtime_checkpoint(const char* label, uint64_t subject_id) {","void kain_attrition_runtime_checkpoint(const char* label, uint64_t subject_id) { || uint64_t label_hash = 1469598103934665603ULL; || const unsigned char* cursor = (const unsigned char*)(label != NULL ? label : """");"
50,bitfield.c,__kain_bitfield_get,37,79,43,bytes|mask|offset|size,,,,,memcpy(,,16,0,0,0,0,15,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"* 2. Extract bits [bit_offset, bit_offset + width) * 3. If is_signed, sign-extend to promoted_bits * 4. Return as int64_t */ int64_t __kain_bitfield_get( const void* value, const char* field, int64_t unit_offset, int64_t bit_offset, int64_t width, int is_signed, int64_t promoted_bits ) {","* 2. Extract bits [bit_offset, bit_offset + width) || * 3. If is_signed, sign-extend to promoted_bits || * 4. Return as int64_t"
50,bitfield.c,__kain_bitfield_set,89,126,38,bytes|mask|offset|size,,,,,memcpy(,,15,0,0,0,0,18,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"* 3. Insert new value (masked to width bits) * 4. Store unit back to value */ void __kain_bitfield_set( void* value, const char* field, int64_t unit_offset, int64_t bit_offset, int64_t width, int is_signed, int64_t promoted_bits, int64_t next ) {",* 3. Insert new value (masked to width bits) || * 4. Store unit back to value || */
50,contract.c,contract_append_message,263,283,21,length|size,,,,,memcpy(,,6,2,0,0,0,16,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"static void contract_append_message( char* out, size_t out_cap, const char* value ) {","static void contract_append_message( || char* out, || size_t out_cap,"
50,contract.c,contract_count_array_objects,314,360,47,count|cursor,,,,,,,9,1,0,0,1,9,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | count-like increment with no lock or atomic,"static int contract_count_array_objects( const char* array_start, const char* array_end ) {","static int contract_count_array_objects( || const char* array_start, || const char* array_end"
50,core.c,void,275,326,52,size,,,,,malloc(,free(,5,2,0,0,0,1,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"void kain_spawn(void (*func)(void*), void* arg) {","void kain_spawn(void (*func)(void*), void* arg) { || ThreadArgs* args = (ThreadArgs*)malloc(sizeof(ThreadArgs)); || if (!args) {"
50,core.c,string_new,352,362,11,size,,,,,memcpy(,,4,0,0,0,0,1,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,char* string_new(char* src) {,char* string_new(char* src) { || char* buf; || size_t len;
50,core.c,file_read,612,662,51,bound|length|path|size,,,,,snprintf(,,4,2,0,0,0,19,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,char* file_read(char* path) {,char* file_read(char* path) { || FILE* f; || long size;
50,core.c,stdin_read_exact,727,751,25,bound|count|length|offset|size,,,,,,,6,1,0,0,1,19,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | count-like increment with no lock or atomic,char* stdin_read_exact(long long length) {,char* stdin_read_exact(long long length) { || size_t remaining; || size_t offset = 0;
50,core.c,env,764,796,33,length|size,,,,,,free(,5,3,1,0,0,3,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | writes global state without obvious synchronization,char* env(char* name) {,"char* env(char* name) { || if (!name || !name[0]) { || return string_new("""");"
50,core.c,to_upper,814,830,17,size,,,,,,,4,2,1,0,0,2,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | writes global state without obvious synchronization,char* to_upper(char* s) {,char* to_upper(char* s) { || size_t i; || size_t len;
50,core.c,to_lower,831,847,17,size,,,,,,,4,2,1,0,0,2,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | writes global state without obvious synchronization,char* to_lower(char* s) {,char* to_lower(char* s) { || size_t i; || size_t len;
50,core.c,find_substring_from,907,924,18,bytes|offset|size,,,,,,,7,0,3,0,0,12,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | writes global state without obvious synchronization,"long long find_substring_from(char* s, char* needle, long long start) {","long long find_substring_from(char* s, char* needle, long long start) { || const char* match; || size_t s_len;"
50,core.c,find_substring_from_known_lengths,925,948,24,bytes|length|offset|size,,,,,,,8,0,1,0,0,19,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | writes global state without obvious synchronization,"long long find_substring_from_known_lengths( char* s, long long s_len, char* needle, long long needle_len, long long start ) {","long long find_substring_from_known_lengths( || char* s, || long long s_len,"
50,core.c,replace,957,1010,54,cursor|size,,,,,memcpy(,,17,1,0,0,0,32,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"char* replace(char* s, char* from, char* to) {","char* replace(char* s, char* from, char* to) { || const char* cursor; || const char* match;"
50,core.c,kain_map_disable_tiny_dispatch,1066,1074,9,size,,,,,memset(,,4,3,0,0,0,1,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,static void kain_map_disable_tiny_dispatch(KainMap* map) {,static void kain_map_disable_tiny_dispatch(KainMap* map) { || if (!map) { || return;
50,core.c,kain_hash_bytes,1157,1179,23,bytes|length|size,,,,,memcpy(,,8,0,0,0,0,17,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"static uint64_t kain_hash_bytes(const unsigned char* bytes, size_t length) {","static uint64_t kain_hash_bytes(const unsigned char* bytes, size_t length) { || const uint64_t seed = 0x9e3779b97f4a7c15ULL; || const uint64_t step = 0x94d049bb133111ebULL;"
50,core.c,init_winsock,1883,1890,8,word,,,,,,,0,0,0,3,0,1,touches size/count/capacity vocabulary | lazy init flag with no obvious synchronization,static void init_winsock(void) {,static void init_winsock(void) { || static int initialized = 0; || if (!initialized) {
50,entangle.c,runtime_copy_entangle_text,7,21,15,size,,,,,memcpy(,,5,1,0,0,0,2,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"static int runtime_copy_entangle_text(char* dst, size_t dst_cap, const char* src) {","static int runtime_copy_entangle_text(char* dst, size_t dst_cap, const char* src) { || if (dst == 0 || dst_cap == 0 || src == 0 || src[0] == '\0') { || return -1;"
50,host_bridge.c,kain_host_bridge_module_descriptor_init,63,72,10,size,,,,,memset(,,5,3,0,0,0,1,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,void kain_host_bridge_module_descriptor_init(KainHostBridgeModuleDescriptor* descriptor) {,void kain_host_bridge_module_descriptor_init(KainHostBridgeModuleDescriptor* descriptor) { || if (!descriptor) { || return;
50,host_bridge.c,kain_host_bridge_service_descriptor_init,73,81,9,size,,,,,memset(,,4,2,0,0,0,1,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,void kain_host_bridge_service_descriptor_init(KainHostBridgeServiceDescriptor* descriptor) {,void kain_host_bridge_service_descriptor_init(KainHostBridgeServiceDescriptor* descriptor) { || if (!descriptor) { || return;
50,host_bridge.c,kain_host_bridge_activate_module,218,250,33,count|index,,,,,,,8,3,0,0,1,7,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | count-like increment with no lock or atomic,"int kain_host_bridge_activate_module( KainHostBridgeRegistry* registry, const char* module_id, KainDiagnostic* diag ) {","int kain_host_bridge_activate_module( || KainHostBridgeRegistry* registry, || const char* module_id,"
50,host_bridge.c,kain_host_bridge_lookup_module,369,384,16,count|index,,,,,,,6,3,0,0,1,7,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | count-like increment with no lock or atomic,"const KainHostBridgeInstalledModule* kain_host_bridge_lookup_module( const KainHostBridgeRegistry* registry, const char* module_id ) {","const KainHostBridgeInstalledModule* kain_host_bridge_lookup_module( || const KainHostBridgeRegistry* registry, || const char* module_id"
50,host_bridge.c,kain_host_bridge_lookup_service,385,400,16,count|index,,,,,,,6,3,0,0,1,7,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | count-like increment with no lock or atomic,"const KainHostBridgeServiceDescriptor* kain_host_bridge_lookup_service( const KainHostBridgeRegistry* registry, const char* service_key ) {","const KainHostBridgeServiceDescriptor* kain_host_bridge_lookup_service( || const KainHostBridgeRegistry* registry, || const char* service_key"
50,host_bridge.c,kain_host_bridge_count_services_for_module,401,417,17,count|index,,,,,,,5,2,0,0,2,10,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | count-like increment with no lock or atomic,"int kain_host_bridge_count_services_for_module( const KainHostBridgeRegistry* registry, const char* module_id ) {","int kain_host_bridge_count_services_for_module( || const KainHostBridgeRegistry* registry, || const char* module_id"
50,input_system.c,abi_input_name_index,135,147,13,count|index,,,,,,,4,2,0,0,1,3,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | count-like increment with no lock or atomic,"static int abi_input_name_index(char names[][ABI_INPUT_MAX_KEY], int64_t count, const char* name) {","static int abi_input_name_index(char names[][ABI_INPUT_MAX_KEY], int64_t count, const char* name) { || int64_t i; || if (abi_input_text_empty(name)) {"
50,input_system.c,abi_input_name_remove,163,178,16,count|index,,,,,,,6,3,0,0,1,10,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | count-like increment with no lock or atomic,"static int abi_input_name_remove(char names[][ABI_INPUT_MAX_KEY], int64_t* count, const char* name) {","static int abi_input_name_remove(char names[][ABI_INPUT_MAX_KEY], int64_t* count, const char* name) { || int index = abi_input_name_index(names, *count, name); || int64_t i;"
50,input_system.c,abi_input_axis_value,634,647,14,count,,,,,,,5,3,0,0,1,1,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | count-like increment with no lock or atomic,"double abi_input_axis_value(int64_t session_id, const char* axis) {","double abi_input_axis_value(int64_t session_id, const char* axis) { || KainNativeInputSession* session = abi_input_session(session_id); || int64_t i;"
50,json.c,json_registered_handle,88,102,15,mask,,,,,,,6,3,1,0,0,1,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | writes global state without obvious synchronization,static KainJsonValue* json_registered_handle(int64_t handle) {,static KainJsonValue* json_registered_handle(int64_t handle) { || KainJsonValue* candidate; || KainJsonRegistryNode* node;
50,json.c,json_buffer_append_n,420,430,11,length|size,,,,,memcpy(,,4,3,0,0,0,6,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"static void json_buffer_append_n(JsonBuffer* buffer, const char* text, size_t length) {","static void json_buffer_append_n(JsonBuffer* buffer, const char* text, size_t length) { || if (!json_buffer_reserve(buffer, length)) { || return;"
50,json.c,json_write_escaped,496,522,27,size,,,,,snprintf(,,8,1,0,0,0,1,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"static void json_write_escaped(JsonBuffer* buffer, const char* text) {","static void json_write_escaped(JsonBuffer* buffer, const char* text) { || const unsigned char* p = (const unsigned char*)(text ? text : """"); || json_buffer_append_char(buffer, '""');"
50,memory.c,__kain_mem_load,279,293,15,bytes|size,,,,,memcpy(,,4,2,0,0,0,5,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"/* ============================================================================ * Category 2: Memory Load/Store Operations * ============================================================================ */ /* * __kain_mem_load * * Load value from pointer (raw memory read). * Reads 'size' bytes from ptr into out. */ void __kain_mem_load(const void* ptr, void* out, size_t size) {",/* ============================================================================ || * Category 2: Memory Load/Store Operations || * ============================================================================ */
50,net_system.c,abi_net_init_winsock,466,473,8,word,,,,,,,0,0,0,3,0,1,touches size/count/capacity vocabulary | lazy init flag with no obvious synchronization,static void abi_net_init_winsock(void) {,static void abi_net_init_winsock(void) { || static int initialized = 0; || if (!initialized) {
50,net_system.c,abi_net_string_from_bytes,540,554,15,bound|bytes|length|size,,,,,memcpy(,,4,1,0,0,0,15,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"static const char* abi_net_string_from_bytes(const unsigned char* bytes, size_t length) {","static const char* abi_net_string_from_bytes(const unsigned char* bytes, size_t length) { || char* output; || if (bytes == 0 || length == 0u) {"
50,net_system.c,abi_net_decode_hex,678,708,31,bytes|index|length|size,,,,,malloc(,free(,10,3,0,0,0,32,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,"static int abi_net_decode_hex(const char* hex, unsigned char** out_bytes, size_t* out_length) {","static int abi_net_decode_hex(const char* hex, unsigned char** out_bytes, size_t* out_length) { || size_t length; || size_t index;"
50,net_system.c,abi_net_clear_request_from_server_queue,1029,1038,10,slot,,,,,,,5,3,2,0,0,3,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | writes global state without obvious synchronization,static void abi_net_clear_request_from_server_queue(KainNativeHttpRequest* request) {,static void abi_net_clear_request_from_server_queue(KainNativeHttpRequest* request) { || if (request != 0 && request->server_id > 0) { || KainNativeHttpServer* server = abi_net_server(request->server_id);
50,net_system.c,abi_net_wide_from_utf8,1574,1590,17,size,,,,,malloc(,,5,0,0,0,0,2,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | allocation or copy sink with no explicit overflow guard,static wchar_t* abi_net_wide_from_utf8(const char* text) {,static wchar_t* abi_net_wide_from_utf8(const char* text) { || int needed; || wchar_t* wide;
50,ownership.c,kain_ownership_decay_slot_unlocked,790,826,37,allocation|region|slot,,,,,,free(,10,9,0,0,0,22,touches size/count/capacity vocabulary | multiple arithmetic sites in one function | dense pointer or indexing traffic | destructive teardown after lock release,"static int kain_ownership_decay_slot_unlocked(void* ptr, int slot, int reclaim_helper_slot) {","static int kain_ownership_decay_slot_unlocked(void* ptr, int slot, int reclaim_helper_slot) { || (void)reclaim_helper_slot; || if (slot < 0) {"
