current_path	target_path	size_bytes	area	action
llvm/include/llvm/IR/Assumptions.h	llvm-kain/include/core/ir/Assumptions.h	2752	include	move
llvm/include/llvm/IR/AttributeMask.h	llvm-kain/include/core/ir/AttributeMask.h	2577	include	move
llvm/include/llvm/IR/Attributes.h	llvm-kain/include/core/ir/Attributes.h	58992	include	move
llvm/include/llvm/IR/Attributes.td	llvm-kain/include/core/ir/Attributes.td	19878	include	move
llvm/include/llvm/IR/AutoUpgrade.h	llvm-kain/include/core/ir/AutoUpgrade.h	5380	include	move
llvm/include/llvm/IR/BasicBlock.h	llvm-kain/include/core/ir/BasicBlock.h	33630	include	move
llvm/include/llvm/IR/BuiltinGCs.h	llvm-kain/include/core/ir/BuiltinGCs.h	1118	include	move
llvm/include/llvm/IR/BundleAttributes.def	llvm-kain/include/core/ir/BundleAttributes.def	708	include	move
llvm/include/llvm/IR/BundleAttributes.h	llvm-kain/include/core/ir/BundleAttributes.h	1919	include	move
llvm/include/llvm/IR/CallingConv.h	llvm-kain/include/core/ir/CallingConv.h	11959	include	move
llvm/include/llvm/IR/CFG.h	llvm-kain/include/core/ir/CFG.h	11973	include	move
llvm/include/llvm/IR/CMakeLists.txt	llvm-kain/include/core/ir/CMakeLists.txt	1858	include	move
llvm/include/llvm/IR/CmpPredicate.h	llvm-kain/include/core/ir/CmpPredicate.h	3570	include	move
llvm/include/llvm/IR/Comdat.h	llvm-kain/include/core/ir/Comdat.h	2577	include	move
llvm/include/llvm/IR/Constant.h	llvm-kain/include/core/ir/Constant.h	11487	include	move
llvm/include/llvm/IR/ConstantFold.h	llvm-kain/include/core/ir/ConstantFold.h	4269	include	move
llvm/include/llvm/IR/ConstantFolder.h	llvm-kain/include/core/ir/ConstantFolder.h	7273	include	move
llvm/include/llvm/IR/ConstantFPRange.h	llvm-kain/include/core/ir/ConstantFPRange.h	10247	include	move
llvm/include/llvm/IR/ConstantRange.h	llvm-kain/include/core/ir/ConstantRange.h	28309	include	move
llvm/include/llvm/IR/ConstantRangeList.h	llvm-kain/include/core/ir/ConstantRangeList.h	3773	include	move
llvm/include/llvm/IR/Constants.h	llvm-kain/include/core/ir/Constants.h	71075	include	move
llvm/include/llvm/IR/ConstrainedOps.def	llvm-kain/include/core/ir/ConstrainedOps.def	6249	include	move
llvm/include/llvm/IR/ConvergenceVerifier.h	llvm-kain/include/core/ir/ConvergenceVerifier.h	874	include	move
llvm/include/llvm/IR/CycleInfo.h	llvm-kain/include/core/ir/CycleInfo.h	902	include	move
llvm/include/llvm/IR/DataLayout.h	llvm-kain/include/core/ir/DataLayout.h	33897	include	move
llvm/include/llvm/IR/DbgVariableFragmentInfo.h	llvm-kain/include/core/ir/DbgVariableFragmentInfo.h	1879	include	move
llvm/include/llvm/IR/DebugInfo.h	llvm-kain/include/core/ir/DebugInfo.h	13659	include	move
llvm/include/llvm/IR/DebugInfoFlags.def	llvm-kain/include/core/ir/DebugInfoFlags.def	3752	include	move
llvm/include/llvm/IR/DebugInfoMetadata.h	llvm-kain/include/core/ir/DebugInfoMetadata.h	200316	include	move
llvm/include/llvm/IR/DebugLoc.h	llvm-kain/include/core/ir/DebugLoc.h	10992	include	move
llvm/include/llvm/IR/DebugProgramInstruction.h	llvm-kain/include/core/ir/DebugProgramInstruction.h	30116	include	move
llvm/include/llvm/IR/DerivedTypes.h	llvm-kain/include/core/ir/DerivedTypes.h	36703	include	move
llvm/include/llvm/IR/DerivedUser.h	llvm-kain/include/core/ir/DerivedUser.h	1352	include	move
llvm/include/llvm/IR/DiagnosticHandler.h	llvm-kain/include/core/ir/DiagnosticHandler.h	3033	include	move
llvm/include/llvm/IR/DiagnosticInfo.h	llvm-kain/include/core/ir/DiagnosticInfo.h	49449	include	move
llvm/include/llvm/IR/DiagnosticPrinter.h	llvm-kain/include/core/ir/DiagnosticPrinter.h	3590	include	move
llvm/include/llvm/IR/DIBuilder.h	llvm-kain/include/core/ir/DIBuilder.h	66274	include	move
llvm/include/llvm/IR/Dominators.h	llvm-kain/include/core/ir/Dominators.h	12072	include	move
llvm/include/llvm/IR/DroppedVariableStats.h	llvm-kain/include/core/ir/DroppedVariableStats.h	5566	include	move
llvm/include/llvm/IR/DroppedVariableStatsIR.h	llvm-kain/include/core/ir/DroppedVariableStatsIR.h	3455	include	move
llvm/include/llvm/IR/EHPersonalities.h	llvm-kain/include/core/ir/EHPersonalities.h	3379	include	move
llvm/include/llvm/IR/FixedMetadataKinds.def	llvm-kain/include/core/ir/FixedMetadataKinds.def	3325	include	move
llvm/include/llvm/IR/FixedPointBuilder.h	llvm-kain/include/core/ir/FixedPointBuilder.h	19620	include	move
llvm/include/llvm/IR/FMF.h	llvm-kain/include/core/ir/FMF.h	4331	include	move
llvm/include/llvm/IR/FPEnv.h	llvm-kain/include/core/ir/FPEnv.h	3227	include	move
llvm/include/llvm/IR/Function.h	llvm-kain/include/core/ir/Function.h	39536	include	move
llvm/include/llvm/IR/FunctionProperties.def	llvm-kain/include/core/ir/FunctionProperties.def	6229	include	move
llvm/include/llvm/IR/GCStrategy.h	llvm-kain/include/core/ir/GCStrategy.h	5983	include	move
llvm/include/llvm/IR/GenericConvergenceVerifierImpl.h	llvm-kain/include/core/ir/GenericConvergenceVerifierImpl.h	8467	include	move
llvm/include/llvm/IR/GenericFloatingPointPredicateUtils.h	llvm-kain/include/core/ir/GenericFloatingPointPredicateUtils.h	16948	include	move
llvm/include/llvm/IR/GEPNoWrapFlags.h	llvm-kain/include/core/ir/GEPNoWrapFlags.h	3923	include	move
llvm/include/llvm/IR/GetElementPtrTypeIterator.h	llvm-kain/include/core/ir/GetElementPtrTypeIterator.h	7639	include	move
llvm/include/llvm/IR/GlobalAlias.h	llvm-kain/include/core/ir/GlobalAlias.h	4321	include	move
llvm/include/llvm/IR/GlobalIFunc.h	llvm-kain/include/core/ir/GlobalIFunc.h	4199	include	move
llvm/include/llvm/IR/GlobalObject.h	llvm-kain/include/core/ir/GlobalObject.h	7727	include	move
llvm/include/llvm/IR/GlobalValue.h	llvm-kain/include/core/ir/GlobalValue.h	26535	include	move
llvm/include/llvm/IR/GlobalVariable.h	llvm-kain/include/core/ir/GlobalVariable.h	12661	include	move
llvm/include/llvm/IR/GVMaterializer.h	llvm-kain/include/core/ir/GVMaterializer.h	1527	include	move
llvm/include/llvm/IR/InlineAsm.h	llvm-kain/include/core/ir/InlineAsm.h	19247	include	move
llvm/include/llvm/IR/InstIterator.h	llvm-kain/include/core/ir/InstIterator.h	5125	include	move
llvm/include/llvm/IR/InstrTypes.h	llvm-kain/include/core/ir/InstrTypes.h	97882	include	move
llvm/include/llvm/IR/Instruction.def	llvm-kain/include/core/ir/Instruction.def	8879	include	move
llvm/include/llvm/IR/Instruction.h	llvm-kain/include/core/ir/Instruction.h	47121	include	move
llvm/include/llvm/IR/Instructions.h	llvm-kain/include/core/ir/Instructions.h	203474	include	move
llvm/include/llvm/IR/InstVisitor.h	llvm-kain/include/core/ir/InstVisitor.h	14426	include	move
llvm/include/llvm/IR/IntrinsicInst.h	llvm-kain/include/core/ir/IntrinsicInst.h	61883	include	move
llvm/include/llvm/IR/Intrinsics.h	llvm-kain/include/core/ir/Intrinsics.h	12115	include	move
llvm/include/llvm/IR/Intrinsics.td	llvm-kain/include/core/ir/Intrinsics.td	158103	include	move
llvm/include/llvm/IR/IntrinsicsAArch64.td	llvm-kain/include/core/ir/IntrinsicsAArch64.td	211036	include	move
llvm/include/llvm/IR/IntrinsicsAMDGPU.td	llvm-kain/include/core/ir/IntrinsicsAMDGPU.td	212152	include	move
llvm/include/llvm/IR/IntrinsicsARM.td	llvm-kain/include/core/ir/IntrinsicsARM.td	71452	include	move
llvm/include/llvm/IR/IntrinsicsAVR.td	llvm-kain/include/core/ir/IntrinsicsAVR.td	1089	include	move
llvm/include/llvm/IR/IntrinsicsBPF.td	llvm-kain/include/core/ir/IntrinsicsBPF.td	4510	include	move
llvm/include/llvm/IR/IntrinsicsDirectX.td	llvm-kain/include/core/ir/IntrinsicsDirectX.td	19339	include	move
llvm/include/llvm/IR/IntrinsicsHexagon.td	llvm-kain/include/core/ir/IntrinsicsHexagon.td	20721	include	move
llvm/include/llvm/IR/IntrinsicsHexagonDep.td	llvm-kain/include/core/ir/IntrinsicsHexagonDep.td	235540	include	move
llvm/include/llvm/IR/IntrinsicsLoongArch.td	llvm-kain/include/core/ir/IntrinsicsLoongArch.td	66678	include	move
llvm/include/llvm/IR/IntrinsicsMips.td	llvm-kain/include/core/ir/IntrinsicsMips.td	98720	include	move
llvm/include/llvm/IR/IntrinsicsNVVM.td	llvm-kain/include/core/ir/IntrinsicsNVVM.td	144008	include	move
llvm/include/llvm/IR/IntrinsicsPowerPC.td	llvm-kain/include/core/ir/IntrinsicsPowerPC.td	122777	include	move
llvm/include/llvm/IR/IntrinsicsRISCV.td	llvm-kain/include/core/ir/IntrinsicsRISCV.td	90488	include	move
llvm/include/llvm/IR/IntrinsicsRISCVXAndes.td	llvm-kain/include/core/ir/IntrinsicsRISCVXAndes.td	2008	include	move
llvm/include/llvm/IR/IntrinsicsRISCVXCV.td	llvm-kain/include/core/ir/IntrinsicsRISCVXCV.td	4813	include	move
llvm/include/llvm/IR/IntrinsicsRISCVXMIPS.td	llvm-kain/include/core/ir/IntrinsicsRISCVXMIPS.td	950	include	move
llvm/include/llvm/IR/IntrinsicsRISCVXsf.td	llvm-kain/include/core/ir/IntrinsicsRISCVXsf.td	12996	include	move
llvm/include/llvm/IR/IntrinsicsRISCVXTHead.td	llvm-kain/include/core/ir/IntrinsicsRISCVXTHead.td	1339	include	move
llvm/include/llvm/IR/IntrinsicsSPIRV.td	llvm-kain/include/core/ir/IntrinsicsSPIRV.td	23354	include	move
llvm/include/llvm/IR/IntrinsicsSystemZ.td	llvm-kain/include/core/ir/IntrinsicsSystemZ.td	22549	include	move
llvm/include/llvm/IR/IntrinsicsVE.td	llvm-kain/include/core/ir/IntrinsicsVE.td	1305	include	move
llvm/include/llvm/IR/IntrinsicsVEVL.gen.td	llvm-kain/include/core/ir/IntrinsicsVEVL.gen.td	265388	include	move
llvm/include/llvm/IR/IntrinsicsWebAssembly.td	llvm-kain/include/core/ir/IntrinsicsWebAssembly.td	17670	include	move
llvm/include/llvm/IR/IntrinsicsX86.td	llvm-kain/include/core/ir/IntrinsicsX86.td	390705	include	move
llvm/include/llvm/IR/IntrinsicsXCore.td	llvm-kain/include/core/ir/IntrinsicsXCore.td	7001	include	move
llvm/include/llvm/IR/IRBuilder.h	llvm-kain/include/core/ir/IRBuilder.h	119673	include	move
llvm/include/llvm/IR/IRBuilderFolder.h	llvm-kain/include/core/ir/IRBuilderFolder.h	3763	include	move
llvm/include/llvm/IR/IRPrintingPasses.h	llvm-kain/include/core/ir/IRPrintingPasses.h	1675	include	move
llvm/include/llvm/IR/LegacyPassManager.h	llvm-kain/include/core/ir/LegacyPassManager.h	3383	include	move
llvm/include/llvm/IR/LegacyPassManagers.h	llvm-kain/include/core/ir/LegacyPassManagers.h	18574	include	move
llvm/include/llvm/IR/LegacyPassNameParser.h	llvm-kain/include/core/ir/LegacyPassNameParser.h	3877	include	move
llvm/include/llvm/IR/LLVMContext.h	llvm-kain/include/core/ir/LLVMContext.h	16792	include	move
llvm/include/llvm/IR/LLVMRemarkStreamer.h	llvm-kain/include/core/ir/LLVMRemarkStreamer.h	5573	include	move
llvm/include/llvm/IR/Mangler.h	llvm-kain/include/core/ir/Mangler.h	3510	include	move
llvm/include/llvm/IR/MatrixBuilder.h	llvm-kain/include/core/ir/MatrixBuilder.h	13094	include	move
llvm/include/llvm/IR/MDBuilder.h	llvm-kain/include/core/ir/MDBuilder.h	11528	include	move
llvm/include/llvm/IR/MemoryModelRelaxationAnnotations.h	llvm-kain/include/core/ir/MemoryModelRelaxationAnnotations.h	4327	include	move
llvm/include/llvm/IR/Metadata.def	llvm-kain/include/core/ir/Metadata.def	5495	include	move
llvm/include/llvm/IR/Metadata.h	llvm-kain/include/core/ir/Metadata.h	63303	include	move
llvm/include/llvm/IR/Module.h	llvm-kain/include/core/ir/Module.h	42527	include	move
llvm/include/llvm/IR/ModuleSlotTracker.h	llvm-kain/include/core/ir/ModuleSlotTracker.h	3668	include	move
llvm/include/llvm/IR/ModuleSummaryIndex.h	llvm-kain/include/core/ir/ModuleSummaryIndex.h	80824	include	move
llvm/include/llvm/IR/ModuleSummaryIndexYAML.h	llvm-kain/include/core/ir/ModuleSummaryIndexYAML.h	14815	include	move
llvm/include/llvm/IR/NoFolder.h	llvm-kain/include/core/ir/NoFolder.h	4499	include	move
llvm/include/llvm/IR/NVVMIntrinsicUtils.h	llvm-kain/include/core/ir/NVVMIntrinsicUtils.h	21477	include	move
llvm/include/llvm/IR/OperandTraits.h	llvm-kain/include/core/ir/OperandTraits.h	5870	include	move
llvm/include/llvm/IR/Operator.h	llvm-kain/include/core/ir/Operator.h	20894	include	move
llvm/include/llvm/IR/OptBisect.h	llvm-kain/include/core/ir/OptBisect.h	4038	include	move
llvm/include/llvm/IR/PassInstrumentation.h	llvm-kain/include/core/ir/PassInstrumentation.h	14633	include	move
llvm/include/llvm/IR/PassManager.h	llvm-kain/include/core/ir/PassManager.h	40760	include	move
llvm/include/llvm/IR/PassManagerImpl.h	llvm-kain/include/core/ir/PassManagerImpl.h	8252	include	move
llvm/include/llvm/IR/PassManagerInternal.h	llvm-kain/include/core/ir/PassManagerInternal.h	12520	include	move
llvm/include/llvm/IR/PassTimingInfo.h	llvm-kain/include/core/ir/PassTimingInfo.h	4608	include	move
llvm/include/llvm/IR/PatternMatch.h	llvm-kain/include/core/ir/PatternMatch.h	117451	include	move
llvm/include/llvm/IR/pch.h	llvm-kain/include/core/ir/pch.h	1103	include	move
llvm/include/llvm/IR/PredIteratorCache.h	llvm-kain/include/core/ir/PredIteratorCache.h	1781	include	move
llvm/include/llvm/IR/PrintPasses.h	llvm-kain/include/core/ir/PrintPasses.h	3775	include	move
llvm/include/llvm/IR/ProfDataUtils.h	llvm-kain/include/core/ir/ProfDataUtils.h	12465	include	move
llvm/include/llvm/IR/ProfileSummary.h	llvm-kain/include/core/ir/ProfileSummary.h	4607	include	move
llvm/include/llvm/IR/PseudoProbe.h	llvm-kain/include/core/ir/PseudoProbe.h	4917	include	move
llvm/include/llvm/IR/ReplaceConstant.h	llvm-kain/include/core/ir/ReplaceConstant.h	1607	include	move
llvm/include/llvm/IR/RuntimeLibcalls.h	llvm-kain/include/core/ir/RuntimeLibcalls.h	9393	include	move
llvm/include/llvm/IR/RuntimeLibcalls.td	llvm-kain/include/core/ir/RuntimeLibcalls.td	200735	include	move
llvm/include/llvm/IR/RuntimeLibcallsImpl.td	llvm-kain/include/core/ir/RuntimeLibcallsImpl.td	3961	include	move
llvm/include/llvm/IR/SafepointIRVerifier.h	llvm-kain/include/core/ir/SafepointIRVerifier.h	1721	include	move
llvm/include/llvm/IR/SSAContext.h	llvm-kain/include/core/ir/SSAContext.h	1217	include	move
llvm/include/llvm/IR/Statepoint.h	llvm-kain/include/core/ir/Statepoint.h	8967	include	move
llvm/include/llvm/IR/StructuralHash.h	llvm-kain/include/core/ir/StructuralHash.h	3878	include	move
llvm/include/llvm/IR/SymbolTableListTraits.h	llvm-kain/include/core/ir/SymbolTableListTraits.h	5422	include	move
llvm/include/llvm/IR/SystemLibraries.h	llvm-kain/include/core/ir/SystemLibraries.h	1371	include	move
llvm/include/llvm/IR/TrackingMDRef.h	llvm-kain/include/core/ir/TrackingMDRef.h	4250	include	move
llvm/include/llvm/IR/Type.h	llvm-kain/include/core/ir/Type.h	22658	include	move
llvm/include/llvm/IR/TypedPointerType.h	llvm-kain/include/core/ir/TypedPointerType.h	2005	include	move
llvm/include/llvm/IR/TypeFinder.h	llvm-kain/include/core/ir/TypeFinder.h	2823	include	move
llvm/include/llvm/IR/Use.h	llvm-kain/include/core/ir/Use.h	3820	include	move
llvm/include/llvm/IR/UseListOrder.h	llvm-kain/include/core/ir/UseListOrder.h	1204	include	move
llvm/include/llvm/IR/User.h	llvm-kain/include/core/ir/User.h	12772	include	move
llvm/include/llvm/IR/Value.def	llvm-kain/include/core/ir/Value.def	4620	include	move
llvm/include/llvm/IR/Value.h	llvm-kain/include/core/ir/Value.h	37753	include	move
llvm/include/llvm/IR/ValueHandle.h	llvm-kain/include/core/ir/ValueHandle.h	19988	include	move
llvm/include/llvm/IR/ValueMap.h	llvm-kain/include/core/ir/ValueMap.h	13591	include	move
llvm/include/llvm/IR/ValueSymbolTable.h	llvm-kain/include/core/ir/ValueSymbolTable.h	4913	include	move
llvm/include/llvm/IR/VectorTypeUtils.h	llvm-kain/include/core/ir/VectorTypeUtils.h	4591	include	move
llvm/include/llvm/IR/Verifier.h	llvm-kain/include/core/ir/Verifier.h	5566	include	move
llvm/include/llvm/IR/VFABIDemangler.h	llvm-kain/include/core/ir/VFABIDemangler.h	9433	include	move
llvm/include/llvm/IR/VPIntrinsics.def	llvm-kain/include/core/ir/VPIntrinsics.def	29500	include	move
llvm/include/llvm/IRPrinter/IRPrintingPasses.h	llvm-kain/include/core/ir/IRPrintingPasses.h	2058	include	move
llvm/include/llvm/IRReader/IRReader.h	llvm-kain/include/core/ir/IRReader.h	2894	include	move
llvm/include/llvm/Linker/IRMover.h	llvm-kain/include/core/linker/IRMover.h	3543	include	move
llvm/include/llvm/Linker/Linker.h	llvm-kain/include/core/linker/Linker.h	1812	include	move
llvm/include/llvm/MC/ConstantPools.h	llvm-kain/include/core/mc/ConstantPools.h	3767	include	move
llvm/include/llvm/MC/DXContainerInfo.h	llvm-kain/include/core/mc/DXContainerInfo.h	4540	include	move
llvm/include/llvm/MC/DXContainerPSVInfo.h	llvm-kain/include/core/mc/DXContainerPSVInfo.h	4106	include	move
llvm/include/llvm/MC/DXContainerRootSignature.h	llvm-kain/include/core/mc/DXContainerRootSignature.h	4409	include	move
llvm/include/llvm/MC/LaneBitmask.h	llvm-kain/include/core/mc/LaneBitmask.h	3346	include	move
llvm/include/llvm/MC/MachineLocation.h	llvm-kain/include/core/mc/MachineLocation.h	2088	include	move
llvm/include/llvm/MC/MCAsmBackend.h	llvm-kain/include/core/mc/MCAsmBackend.h	7676	include	move
llvm/include/llvm/MC/MCAsmInfo.h	llvm-kain/include/core/mc/MCAsmInfo.h	28940	include	move
llvm/include/llvm/MC/MCAsmInfoCOFF.h	llvm-kain/include/core/mc/MCAsmInfoCOFF.h	1201	include	move
llvm/include/llvm/MC/MCAsmInfoDarwin.h	llvm-kain/include/core/mc/MCAsmInfoDarwin.h	1319	include	move
llvm/include/llvm/MC/MCAsmInfoELF.h	llvm-kain/include/core/mc/MCAsmInfoELF.h	935	include	move
llvm/include/llvm/MC/MCAsmInfoGOFF.h	llvm-kain/include/core/mc/MCAsmInfoGOFF.h	981	include	move
llvm/include/llvm/MC/MCAsmInfoWasm.h	llvm-kain/include/core/mc/MCAsmInfoWasm.h	755	include	move
llvm/include/llvm/MC/MCAsmInfoXCOFF.h	llvm-kain/include/core/mc/MCAsmInfoXCOFF.h	989	include	move
llvm/include/llvm/MC/MCAsmMacro.h	llvm-kain/include/core/mc/MCAsmMacro.h	4600	include	move
llvm/include/llvm/MC/MCAsmStreamer.h	llvm-kain/include/core/mc/MCAsmStreamer.h	884	include	move
llvm/include/llvm/MC/MCAssembler.h	llvm-kain/include/core/mc/MCAssembler.h	7860	include	move
llvm/include/llvm/MC/MCCodeEmitter.h	llvm-kain/include/core/mc/MCCodeEmitter.h	1569	include	move
llvm/include/llvm/MC/MCCodeView.h	llvm-kain/include/core/mc/MCCodeView.h	10023	include	move
llvm/include/llvm/MC/MCContext.h	llvm-kain/include/core/mc/MCContext.h	36497	include	move
llvm/include/llvm/MC/MCDecoder.h	llvm-kain/include/core/mc/MCDecoder.h	2486	include	move
llvm/include/llvm/MC/MCDecoderOps.h	llvm-kain/include/core/mc/MCDecoderOps.h	1137	include	move
llvm/include/llvm/MC/MCDirectives.h	llvm-kain/include/core/mc/MCDirectives.h	3180	include	move
llvm/include/llvm/MC/MCDwarf.h	llvm-kain/include/core/mc/MCDwarf.h	32016	include	move
llvm/include/llvm/MC/MCDXContainerStreamer.h	llvm-kain/include/core/mc/MCDXContainerStreamer.h	1607	include	move
llvm/include/llvm/MC/MCDXContainerWriter.h	llvm-kain/include/core/mc/MCDXContainerWriter.h	2534	include	move
llvm/include/llvm/MC/MCELFExtras.h	llvm-kain/include/core/mc/MCELFExtras.h	2123	include	move
llvm/include/llvm/MC/MCELFObjectWriter.h	llvm-kain/include/core/mc/MCELFObjectWriter.h	6830	include	move
llvm/include/llvm/MC/MCELFStreamer.h	llvm-kain/include/core/mc/MCELFStreamer.h	5759	include	move
llvm/include/llvm/MC/MCExpr.h	llvm-kain/include/core/mc/MCExpr.h	17292	include	move
llvm/include/llvm/MC/MCFixup.h	llvm-kain/include/core/mc/MCFixup.h	5021	include	move
llvm/include/llvm/MC/MCGOFFAttributes.h	llvm-kain/include/core/mc/MCGOFFAttributes.h	3994	include	move
llvm/include/llvm/MC/MCGOFFObjectWriter.h	llvm-kain/include/core/mc/MCGOFFObjectWriter.h	3972	include	move
llvm/include/llvm/MC/MCGOFFStreamer.h	llvm-kain/include/core/mc/MCGOFFStreamer.h	1330	include	move
llvm/include/llvm/MC/MCInst.h	llvm-kain/include/core/mc/MCInst.h	7520	include	move
llvm/include/llvm/MC/MCInstBuilder.h	llvm-kain/include/core/mc/MCInstBuilder.h	2085	include	move
llvm/include/llvm/MC/MCInstPrinter.h	llvm-kain/include/core/mc/MCInstPrinter.h	7759	include	move
llvm/include/llvm/MC/MCInstrAnalysis.h	llvm-kain/include/core/mc/MCInstrAnalysis.h	8667	include	move
llvm/include/llvm/MC/MCInstrDesc.h	llvm-kain/include/core/mc/MCInstrDesc.h	26366	include	move
llvm/include/llvm/MC/MCInstrInfo.h	llvm-kain/include/core/mc/MCInstrInfo.h	4264	include	move
llvm/include/llvm/MC/MCInstrItineraries.h	llvm-kain/include/core/mc/MCInstrItineraries.h	9622	include	move
llvm/include/llvm/MC/MCLabel.h	llvm-kain/include/core/mc/MCLabel.h	1728	include	move
llvm/include/llvm/MC/MCLFI.h	llvm-kain/include/core/mc/MCLFI.h	837	include	move
llvm/include/llvm/MC/MCLFIRewriter.h	llvm-kain/include/core/mc/MCLFIRewriter.h	2354	include	move
llvm/include/llvm/MC/MCLinkerOptimizationHint.h	llvm-kain/include/core/mc/MCLinkerOptimizationHint.h	5869	include	move
llvm/include/llvm/MC/MCMachObjectWriter.h	llvm-kain/include/core/mc/MCMachObjectWriter.h	11819	include	move
llvm/include/llvm/MC/MCObjectFileInfo.h	llvm-kain/include/core/mc/MCObjectFileInfo.h	18966	include	move
llvm/include/llvm/MC/MCObjectStreamer.h	llvm-kain/include/core/mc/MCObjectStreamer.h	9333	include	move
llvm/include/llvm/MC/MCObjectWriter.h	llvm-kain/include/core/mc/MCObjectWriter.h	5329	include	move
llvm/include/llvm/MC/MCPseudoProbe.h	llvm-kain/include/core/mc/MCPseudoProbe.h	20159	include	move
llvm/include/llvm/MC/MCRegister.h	llvm-kain/include/core/mc/MCRegister.h	4443	include	move
llvm/include/llvm/MC/MCRegisterInfo.h	llvm-kain/include/core/mc/MCRegisterInfo.h	29905	include	move
llvm/include/llvm/MC/MCSchedule.h	llvm-kain/include/core/mc/MCSchedule.h	20821	include	move
llvm/include/llvm/MC/MCSection.h	llvm-kain/include/core/mc/MCSection.h	24146	include	move
llvm/include/llvm/MC/MCSectionCOFF.h	llvm-kain/include/core/mc/MCSectionCOFF.h	3414	include	move
llvm/include/llvm/MC/MCSectionDXContainer.h	llvm-kain/include/core/mc/MCSectionDXContainer.h	979	include	move
llvm/include/llvm/MC/MCSectionELF.h	llvm-kain/include/core/mc/MCSectionELF.h	3477	include	move
llvm/include/llvm/MC/MCSectionGOFF.h	llvm-kain/include/core/mc/MCSectionGOFF.h	4583	include	move
llvm/include/llvm/MC/MCSectionMachO.h	llvm-kain/include/core/mc/MCSectionMachO.h	3384	include	move
llvm/include/llvm/MC/MCSectionSPIRV.h	llvm-kain/include/core/mc/MCSectionSPIRV.h	962	include	move
llvm/include/llvm/MC/MCSectionWasm.h	llvm-kain/include/core/mc/MCSectionWasm.h	2689	include	move
llvm/include/llvm/MC/MCSectionXCOFF.h	llvm-kain/include/core/mc/MCSectionXCOFF.h	5336	include	move
llvm/include/llvm/MC/MCSFrame.h	llvm-kain/include/core/mc/MCSFrame.h	1586	include	move
llvm/include/llvm/MC/MCSPIRVObjectWriter.h	llvm-kain/include/core/mc/MCSPIRVObjectWriter.h	1913	include	move
llvm/include/llvm/MC/MCSPIRVStreamer.h	llvm-kain/include/core/mc/MCSPIRVStreamer.h	1408	include	move
llvm/include/llvm/MC/MCStreamer.h	llvm-kain/include/core/mc/MCStreamer.h	50055	include	move
llvm/include/llvm/MC/MCSubtargetInfo.h	llvm-kain/include/core/mc/MCSubtargetInfo.h	12982	include	move
llvm/include/llvm/MC/MCSymbol.h	llvm-kain/include/core/mc/MCSymbol.h	12403	include	move
llvm/include/llvm/MC/MCSymbolCOFF.h	llvm-kain/include/core/mc/MCSymbolCOFF.h	2205	include	move
llvm/include/llvm/MC/MCSymbolELF.h	llvm-kain/include/core/mc/MCSymbolELF.h	1645	include	move
llvm/include/llvm/MC/MCSymbolGOFF.h	llvm-kain/include/core/mc/MCSymbolGOFF.h	3538	include	move
llvm/include/llvm/MC/MCSymbolMachO.h	llvm-kain/include/core/mc/MCSymbolMachO.h	4946	include	move
llvm/include/llvm/MC/MCSymbolTableEntry.h	llvm-kain/include/core/mc/MCSymbolTableEntry.h	1701	include	move
llvm/include/llvm/MC/MCSymbolWasm.h	llvm-kain/include/core/mc/MCSymbolWasm.h	5787	include	move
llvm/include/llvm/MC/MCSymbolXCOFF.h	llvm-kain/include/core/mc/MCSymbolXCOFF.h	2945	include	move
llvm/include/llvm/MC/MCTargetOptions.h	llvm-kain/include/core/mc/MCTargetOptions.h	3989	include	move
llvm/include/llvm/MC/MCTargetOptionsCommandFlags.h	llvm-kain/include/core/mc/MCTargetOptionsCommandFlags.h	1978	include	move
llvm/include/llvm/MC/MCValue.h	llvm-kain/include/core/mc/MCValue.h	2227	include	move
llvm/include/llvm/MC/MCWasmObjectWriter.h	llvm-kain/include/core/mc/MCWasmObjectWriter.h	1960	include	move
llvm/include/llvm/MC/MCWasmStreamer.h	llvm-kain/include/core/mc/MCWasmStreamer.h	2033	include	move
llvm/include/llvm/MC/MCWin64EH.h	llvm-kain/include/core/mc/MCWin64EH.h	3164	include	move
llvm/include/llvm/MC/MCWinCOFFObjectWriter.h	llvm-kain/include/core/mc/MCWinCOFFObjectWriter.h	3284	include	move
llvm/include/llvm/MC/MCWinCOFFStreamer.h	llvm-kain/include/core/mc/MCWinCOFFStreamer.h	2971	include	move
llvm/include/llvm/MC/MCWinEH.h	llvm-kain/include/core/mc/MCWinEH.h	3899	include	move
llvm/include/llvm/MC/MCXCOFFObjectWriter.h	llvm-kain/include/core/mc/MCXCOFFObjectWriter.h	2029	include	move
llvm/include/llvm/MC/MCXCOFFStreamer.h	llvm-kain/include/core/mc/MCXCOFFStreamer.h	1969	include	move
llvm/include/llvm/MC/SectionKind.h	llvm-kain/include/core/mc/SectionKind.h	8267	include	move
llvm/include/llvm/MC/StringTableBuilder.h	llvm-kain/include/core/mc/StringTableBuilder.h	3236	include	move
llvm/include/llvm/MC/TargetRegistry.h	llvm-kain/include/core/mc/TargetRegistry.h	55037	include	move
llvm/include/llvm/MC/MCDisassembler/MCDisassembler.h	llvm-kain/include/core/mc/MCDisassembler/MCDisassembler.h	10589	include	move
