current_path	target_path	size_bytes	area	action
llvm/lib/ExecutionEngine/TargetSelect.cpp	(keep-in-place)	3348	llvm-jit	keep-in-place
llvm/lib/ExecutionEngine/IntelJITProfiling/CMakeLists.txt	(keep-in-place)	1526	llvm-jit	keep-in-place
llvm/lib/ExecutionEngine/IntelJITProfiling/IntelJITEventsWrapper.h	(keep-in-place)	4110	llvm-jit	keep-in-place
llvm/lib/ExecutionEngine/IntelJITProfiling/ittnotify_config.h	(keep-in-place)	15386	llvm-jit	keep-in-place
llvm/lib/ExecutionEngine/IntelJITProfiling/ittnotify_types.h	(keep-in-place)	2476	llvm-jit	keep-in-place
llvm/lib/ExecutionEngine/IntelJITProfiling/jitprofiling.c	(keep-in-place)	15809	llvm-jit	keep-in-place
llvm/lib/ExecutionEngine/IntelJITProfiling/jitprofiling.h	(keep-in-place)	7182	llvm-jit	keep-in-place
llvm/lib/ExecutionEngine/Interpreter/CMakeLists.txt	llvm-kain/src/jit/interpreter/CMakeLists.txt	288	llvm-jit	move
llvm/lib/ExecutionEngine/Interpreter/Execution.cpp	llvm-kain/src/jit/interpreter/Execution.cpp	78292	llvm-jit	move
llvm/lib/ExecutionEngine/Interpreter/ExternalFunctions.cpp	llvm-kain/src/jit/interpreter/ExternalFunctions.cpp	18252	llvm-jit	move
llvm/lib/ExecutionEngine/Interpreter/Interpreter.cpp	llvm-kain/src/jit/interpreter/Interpreter.cpp	3128	llvm-jit	move
llvm/lib/ExecutionEngine/Interpreter/Interpreter.h	llvm-kain/src/jit/interpreter/Interpreter.h	8738	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/aarch32.cpp	llvm-kain/src/jit/jitlink/aarch32.cpp	34832	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/aarch64.cpp	llvm-kain/src/jit/jitlink/aarch64.cpp	14744	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/CMakeLists.txt	llvm-kain/src/jit/jitlink/CMakeLists.txt	1285	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/COFF.cpp	llvm-kain/src/jit/jitlink/COFF.cpp	5077	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/COFFDirectiveParser.cpp	llvm-kain/src/jit/jitlink/COFFDirectiveParser.cpp	2425	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/COFFDirectiveParser.h	llvm-kain/src/jit/jitlink/COFFDirectiveParser.h	1479	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/COFFLinkGraphBuilder.cpp	llvm-kain/src/jit/jitlink/COFFLinkGraphBuilder.cpp	23368	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/COFFLinkGraphBuilder.h	llvm-kain/src/jit/jitlink/COFFLinkGraphBuilder.h	8566	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/COFFOptions.td	llvm-kain/src/jit/jitlink/COFFOptions.td	652	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/COFF_x86_64.cpp	llvm-kain/src/jit/jitlink/COFF_x86_64.cpp	14120	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/CompactUnwindSupport.cpp	llvm-kain/src/jit/jitlink/CompactUnwindSupport.cpp	3585	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/CompactUnwindSupport.h	llvm-kain/src/jit/jitlink/CompactUnwindSupport.h	26525	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/DefineExternalSectionStartAndEndSymbols.h	llvm-kain/src/jit/jitlink/DefineExternalSectionStartAndEndSymbols.h	5774	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/DWARFRecordSectionSplitter.cpp	llvm-kain/src/jit/jitlink/DWARFRecordSectionSplitter.cpp	3462	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/EHFrameSupport.cpp	llvm-kain/src/jit/jitlink/EHFrameSupport.cpp	23456	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/EHFrameSupportImpl.h	llvm-kain/src/jit/jitlink/EHFrameSupportImpl.h	4477	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/ELF.cpp	llvm-kain/src/jit/jitlink/ELF.cpp	5546	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/ELFLinkGraphBuilder.cpp	llvm-kain/src/jit/jitlink/ELFLinkGraphBuilder.cpp	1060	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/ELFLinkGraphBuilder.h	llvm-kain/src/jit/jitlink/ELFLinkGraphBuilder.h	23956	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/ELF_aarch32.cpp	llvm-kain/src/jit/jitlink/ELF_aarch32.cpp	11685	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/ELF_aarch64.cpp	llvm-kain/src/jit/jitlink/ELF_aarch64.cpp	24003	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/ELF_hexagon.cpp	llvm-kain/src/jit/jitlink/ELF_hexagon.cpp	8134	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/ELF_loongarch.cpp	llvm-kain/src/jit/jitlink/ELF_loongarch.cpp	27581	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/ELF_ppc64.cpp	llvm-kain/src/jit/jitlink/ELF_ppc64.cpp	19744	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/ELF_riscv.cpp	llvm-kain/src/jit/jitlink/ELF_riscv.cpp	37930	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/ELF_systemz.cpp	llvm-kain/src/jit/jitlink/ELF_systemz.cpp	15843	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/ELF_x86.cpp	llvm-kain/src/jit/jitlink/ELF_x86.cpp	9955	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/ELF_x86_64.cpp	llvm-kain/src/jit/jitlink/ELF_x86_64.cpp	13790	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/hexagon.cpp	llvm-kain/src/jit/jitlink/hexagon.cpp	1730	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/JITLink.cpp	llvm-kain/src/jit/jitlink/JITLink.cpp	18670	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/JITLinkGeneric.cpp	llvm-kain/src/jit/jitlink/JITLinkGeneric.cpp	11262	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/JITLinkGeneric.h	llvm-kain/src/jit/jitlink/JITLinkGeneric.h	7066	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/JITLinkMemoryManager.cpp	llvm-kain/src/jit/jitlink/JITLinkMemoryManager.cpp	17718	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/loongarch.cpp	llvm-kain/src/jit/jitlink/loongarch.cpp	2547	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/MachO.cpp	llvm-kain/src/jit/jitlink/MachO.cpp	5344	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/MachOLinkGraphBuilder.cpp	llvm-kain/src/jit/jitlink/MachOLinkGraphBuilder.cpp	26872	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/MachOLinkGraphBuilder.h	llvm-kain/src/jit/jitlink/MachOLinkGraphBuilder.h	8899	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/MachO_arm64.cpp	llvm-kain/src/jit/jitlink/MachO_arm64.cpp	27443	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/MachO_x86_64.cpp	llvm-kain/src/jit/jitlink/MachO_x86_64.cpp	22865	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/PerGraphGOTAndPLTStubsBuilder.h	llvm-kain/src/jit/jitlink/PerGraphGOTAndPLTStubsBuilder.h	4421	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/ppc64.cpp	llvm-kain/src/jit/jitlink/ppc64.cpp	4856	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/riscv.cpp	llvm-kain/src/jit/jitlink/riscv.cpp	2585	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/SEHFrameSupport.h	llvm-kain/src/jit/jitlink/SEHFrameSupport.h	2094	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/systemz.cpp	llvm-kain/src/jit/jitlink/systemz.cpp	4645	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/x86.cpp	llvm-kain/src/jit/jitlink/x86.cpp	2961	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/x86_64.cpp	llvm-kain/src/jit/jitlink/x86_64.cpp	8489	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/XCOFF.cpp	llvm-kain/src/jit/jitlink/XCOFF.cpp	1411	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/XCOFFLinkGraphBuilder.cpp	llvm-kain/src/jit/jitlink/XCOFFLinkGraphBuilder.cpp	15335	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/XCOFFLinkGraphBuilder.h	llvm-kain/src/jit/jitlink/XCOFFLinkGraphBuilder.h	1989	llvm-jit	move
llvm/lib/ExecutionEngine/JITLink/XCOFF_ppc64.cpp	llvm-kain/src/jit/jitlink/XCOFF_ppc64.cpp	3977	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/AbsoluteSymbols.cpp	llvm-kain/src/jit/orc/AbsoluteSymbols.cpp	2071	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/BacktraceTools.cpp	llvm-kain/src/jit/orc/BacktraceTools.cpp	4844	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/CMakeLists.txt	llvm-kain/src/jit/orc/CMakeLists.txt	2143	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/COFF.cpp	llvm-kain/src/jit/orc/COFF.cpp	1324	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/COFFPlatform.cpp	llvm-kain/src/jit/orc/COFFPlatform.cpp	32092	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/COFFVCRuntimeSupport.cpp	llvm-kain/src/jit/orc/COFFVCRuntimeSupport.cpp	7011	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/CompileOnDemandLayer.cpp	llvm-kain/src/jit/orc/CompileOnDemandLayer.cpp	3789	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/CompileUtils.cpp	llvm-kain/src/jit/orc/CompileUtils.cpp	2961	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Core.cpp	llvm-kain/src/jit/orc/Core.cpp	115126	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/DebugUtils.cpp	llvm-kain/src/jit/orc/DebugUtils.cpp	10791	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/EHFrameRegistrationPlugin.cpp	llvm-kain/src/jit/orc/EHFrameRegistrationPlugin.cpp	2489	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/ELFNixPlatform.cpp	llvm-kain/src/jit/orc/ELFNixPlatform.cpp	45524	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/EPCDynamicLibrarySearchGenerator.cpp	llvm-kain/src/jit/orc/EPCDynamicLibrarySearchGenerator.cpp	4029	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/EPCGenericDylibManager.cpp	llvm-kain/src/jit/orc/EPCGenericDylibManager.cpp	5017	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/EPCGenericJITLinkMemoryManager.cpp	llvm-kain/src/jit/orc/EPCGenericJITLinkMemoryManager.cpp	7185	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/EPCGenericRTDyldMemoryManager.cpp	llvm-kain/src/jit/orc/EPCGenericRTDyldMemoryManager.cpp	11789	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/EPCIndirectionUtils.cpp	llvm-kain/src/jit/orc/EPCIndirectionUtils.cpp	13983	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/ExecutionUtils.cpp	llvm-kain/src/jit/orc/ExecutionUtils.cpp	20402	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/ExecutorProcessControl.cpp	llvm-kain/src/jit/orc/ExecutorProcessControl.cpp	686	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/ExecutorResolutionGenerator.cpp	llvm-kain/src/jit/orc/ExecutorResolutionGenerator.cpp	3201	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/IndirectionUtils.cpp	llvm-kain/src/jit/orc/IndirectionUtils.cpp	15334	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/InProcessMemoryAccess.cpp	llvm-kain/src/jit/orc/InProcessMemoryAccess.cpp	4287	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/IRCompileLayer.cpp	llvm-kain/src/jit/orc/IRCompileLayer.cpp	1594	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/IRPartitionLayer.cpp	llvm-kain/src/jit/orc/IRPartitionLayer.cpp	10783	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/IRTransformLayer.cpp	llvm-kain/src/jit/orc/IRTransformLayer.cpp	1174	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/JITLinkRedirectableSymbolManager.cpp	llvm-kain/src/jit/orc/JITLinkRedirectableSymbolManager.cpp	3626	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/JITLinkReentryTrampolines.cpp	llvm-kain/src/jit/orc/JITLinkReentryTrampolines.cpp	6721	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/JITTargetMachineBuilder.cpp	llvm-kain/src/jit/orc/JITTargetMachineBuilder.cpp	4008	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Layer.cpp	llvm-kain/src/jit/orc/Layer.cpp	8215	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/LazyObjectLinkingLayer.cpp	llvm-kain/src/jit/orc/LazyObjectLinkingLayer.cpp	3816	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/LazyReexports.cpp	llvm-kain/src/jit/orc/LazyReexports.cpp	21039	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/LinkGraphLayer.cpp	llvm-kain/src/jit/orc/LinkGraphLayer.cpp	2899	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/LinkGraphLinkingLayer.cpp	llvm-kain/src/jit/orc/LinkGraphLinkingLayer.cpp	23706	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/LLJIT.cpp	llvm-kain/src/jit/orc/LLJIT.cpp	47350	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/LoadLinkableFile.cpp	llvm-kain/src/jit/orc/LoadLinkableFile.cpp	5069	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/LookupAndRecordAddrs.cpp	llvm-kain/src/jit/orc/LookupAndRecordAddrs.cpp	1867	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/MachO.cpp	llvm-kain/src/jit/orc/MachO.cpp	15857	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/MachOPlatform.cpp	llvm-kain/src/jit/orc/MachOPlatform.cpp	72825	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Mangling.cpp	llvm-kain/src/jit/orc/Mangling.cpp	2755	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/MapperJITLinkMemoryManager.cpp	llvm-kain/src/jit/orc/MapperJITLinkMemoryManager.cpp	5775	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/MemoryMapper.cpp	llvm-kain/src/jit/orc/MemoryMapper.cpp	14932	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/ObjectFileInterface.cpp	llvm-kain/src/jit/orc/ObjectFileInterface.cpp	10595	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/ObjectLinkingLayer.cpp	llvm-kain/src/jit/orc/ObjectLinkingLayer.cpp	1150	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/ObjectTransformLayer.cpp	llvm-kain/src/jit/orc/ObjectTransformLayer.cpp	1441	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/OrcABISupport.cpp	llvm-kain/src/jit/orc/OrcABISupport.cpp	56387	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/OrcV2CBindings.cpp	llvm-kain/src/jit/orc/OrcV2CBindings.cpp	43822	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/RedirectionManager.cpp	llvm-kain/src/jit/orc/RedirectionManager.cpp	838	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/ReOptimizeLayer.cpp	llvm-kain/src/jit/orc/ReOptimizeLayer.cpp	12317	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/RTDyldObjectLinkingLayer.cpp	llvm-kain/src/jit/orc/RTDyldObjectLinkingLayer.cpp	15064	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/SectCreate.cpp	llvm-kain/src/jit/orc/SectCreate.cpp	1896	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/SelfExecutorProcessControl.cpp	llvm-kain/src/jit/orc/SelfExecutorProcessControl.cpp	6719	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/SimpleRemoteEPC.cpp	llvm-kain/src/jit/orc/SimpleRemoteEPC.cpp	15357	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/SimpleRemoteMemoryMapper.cpp	llvm-kain/src/jit/orc/SimpleRemoteMemoryMapper.cpp	3843	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/SpeculateAnalyses.cpp	llvm-kain/src/jit/orc/SpeculateAnalyses.cpp	9884	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Speculation.cpp	llvm-kain/src/jit/orc/Speculation.cpp	5867	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TaskDispatch.cpp	llvm-kain/src/jit/orc/TaskDispatch.cpp	3891	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/ThreadSafeModule.cpp	llvm-kain/src/jit/orc/ThreadSafeModule.cpp	3881	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/UnwindInfoRegistrationPlugin.cpp	llvm-kain/src/jit/orc/UnwindInfoRegistrationPlugin.cpp	4394	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Debugging/CMakeLists.txt	llvm-kain/src/jit/orc/Debugging/CMakeLists.txt	566	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Debugging/DebuggerSupport.cpp	llvm-kain/src/jit/orc/Debugging/DebuggerSupport.cpp	2172	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Debugging/DebuggerSupportPlugin.cpp	llvm-kain/src/jit/orc/Debugging/DebuggerSupportPlugin.cpp	14941	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Debugging/DebugInfoSupport.cpp	llvm-kain/src/jit/orc/Debugging/DebugInfoSupport.cpp	4205	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Debugging/ELFDebugObjectPlugin.cpp	llvm-kain/src/jit/orc/Debugging/ELFDebugObjectPlugin.cpp	15297	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Debugging/LLJITUtilsCBindings.cpp	llvm-kain/src/jit/orc/Debugging/LLJITUtilsCBindings.cpp	775	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Debugging/PerfSupportPlugin.cpp	llvm-kain/src/jit/orc/Debugging/PerfSupportPlugin.cpp	11839	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Debugging/VTuneSupportPlugin.cpp	llvm-kain/src/jit/orc/Debugging/VTuneSupportPlugin.cpp	6596	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Shared/AllocationActions.cpp	llvm-kain/src/jit/orc/Shared/AllocationActions.cpp	1285	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Shared/CMakeLists.txt	llvm-kain/src/jit/orc/Shared/CMakeLists.txt	373	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Shared/MachOObjectFormat.cpp	llvm-kain/src/jit/orc/Shared/MachOObjectFormat.cpp	3943	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Shared/ObjectFormats.cpp	llvm-kain/src/jit/orc/Shared/ObjectFormats.cpp	2089	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Shared/OrcError.cpp	llvm-kain/src/jit/orc/Shared/OrcError.cpp	4534	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Shared/OrcRTBridge.cpp	llvm-kain/src/jit/orc/Shared/OrcRTBridge.cpp	4844	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Shared/SimpleRemoteEPCUtils.cpp	llvm-kain/src/jit/orc/Shared/SimpleRemoteEPCUtils.cpp	8776	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/Shared/SymbolStringPool.cpp	llvm-kain/src/jit/orc/Shared/SymbolStringPool.cpp	621	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TargetProcess/CMakeLists.txt	llvm-kain/src/jit/orc/TargetProcess/CMakeLists.txt	1660	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TargetProcess/DefaultHostBootstrapValues.cpp	llvm-kain/src/jit/orc/TargetProcess/DefaultHostBootstrapValues.cpp	1532	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TargetProcess/ExecutorResolver.cpp	llvm-kain/src/jit/orc/TargetProcess/ExecutorResolver.cpp	1327	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TargetProcess/ExecutorSharedMemoryMapperService.cpp	llvm-kain/src/jit/orc/TargetProcess/ExecutorSharedMemoryMapperService.cpp	11744	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TargetProcess/JITLoaderGDB.cpp	llvm-kain/src/jit/orc/TargetProcess/JITLoaderGDB.cpp	3109	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TargetProcess/JITLoaderPerf.cpp	llvm-kain/src/jit/orc/TargetProcess/JITLoaderPerf.cpp	15450	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TargetProcess/JITLoaderVTune.cpp	llvm-kain/src/jit/orc/TargetProcess/JITLoaderVTune.cpp	7699	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TargetProcess/LibraryResolver.cpp	llvm-kain/src/jit/orc/TargetProcess/LibraryResolver.cpp	13400	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TargetProcess/LibraryScanner.cpp	llvm-kain/src/jit/orc/TargetProcess/LibraryScanner.cpp	37214	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TargetProcess/OrcRTBootstrap.cpp	llvm-kain/src/jit/orc/TargetProcess/OrcRTBootstrap.cpp	8214	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TargetProcess/OrcRTBootstrap.h	llvm-kain/src/jit/orc/TargetProcess/OrcRTBootstrap.h	1287	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TargetProcess/RegisterEHFrames.cpp	llvm-kain/src/jit/orc/TargetProcess/RegisterEHFrames.cpp	6066	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TargetProcess/SimpleExecutorDylibManager.cpp	llvm-kain/src/jit/orc/TargetProcess/SimpleExecutorDylibManager.cpp	4115	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TargetProcess/SimpleExecutorMemoryManager.cpp	llvm-kain/src/jit/orc/TargetProcess/SimpleExecutorMemoryManager.cpp	12774	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TargetProcess/SimpleRemoteEPCServer.cpp	llvm-kain/src/jit/orc/TargetProcess/SimpleRemoteEPCServer.cpp	10447	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TargetProcess/TargetExecutionUtils.cpp	llvm-kain/src/jit/orc/TargetProcess/TargetExecutionUtils.cpp	1585	llvm-jit	move
llvm/lib/ExecutionEngine/Orc/TargetProcess/UnwindInfoManager.cpp	llvm-kain/src/jit/orc/TargetProcess/UnwindInfoManager.cpp	5756	llvm-jit	move
llvm/lib/IR/AbstractCallSite.cpp	llvm-kain/src/core/ir/AbstractCallSite.cpp	5225	llvm-core	move
llvm/lib/IR/AsmWriter.cpp	llvm-kain/src/core/ir/AsmWriter.cpp	182249	llvm-core	move
llvm/lib/IR/Assumptions.cpp	llvm-kain/src/core/ir/Assumptions.cpp	3667	llvm-core	move
llvm/lib/IR/AttributeImpl.h	llvm-kain/src/core/ir/AttributeImpl.h	13666	llvm-core	move
llvm/lib/IR/Attributes.cpp	llvm-kain/src/core/ir/Attributes.cpp	93703	llvm-core	move
llvm/lib/IR/BasicBlock.cpp	llvm-kain/src/core/ir/BasicBlock.cpp	37330	llvm-core	move
llvm/lib/IR/BundleAttributes.cpp	llvm-kain/src/core/ir/BundleAttributes.cpp	3591	llvm-core	move
llvm/lib/IR/CMakeLists.txt	llvm-kain/src/core/ir/CMakeLists.txt	1906	llvm-core	move
llvm/lib/IR/Comdat.cpp	llvm-kain/src/core/ir/Comdat.cpp	2578	llvm-core	move
llvm/lib/IR/ConstantFold.cpp	llvm-kain/src/core/ir/ConstantFold.cpp	53981	llvm-core	move
llvm/lib/IR/ConstantFPRange.cpp	llvm-kain/src/core/ir/ConstantFPRange.cpp	25933	llvm-core	move
llvm/lib/IR/ConstantRange.cpp	llvm-kain/src/core/ir/ConstantRange.cpp	82712	llvm-core	move
llvm/lib/IR/ConstantRangeList.cpp	llvm-kain/src/core/ir/ConstantRangeList.cpp	8748	llvm-core	move
llvm/lib/IR/Constants.cpp	llvm-kain/src/core/ir/Constants.cpp	133774	llvm-core	move
llvm/lib/IR/ConstantsContext.h	llvm-kain/src/core/ir/ConstantsContext.h	24153	llvm-core	move
llvm/lib/IR/Core.cpp	llvm-kain/src/core/ir/Core.cpp	167456	llvm-core	move
llvm/lib/IR/CycleInfo.cpp	llvm-kain/src/core/ir/CycleInfo.cpp	587	llvm-core	move
llvm/lib/IR/DataLayout.cpp	llvm-kain/src/core/ir/DataLayout.cpp	43257	llvm-core	move
llvm/lib/IR/DebugInfo.cpp	llvm-kain/src/core/ir/DebugInfo.cpp	95963	llvm-core	move
llvm/lib/IR/DebugInfoMetadata.cpp	llvm-kain/src/core/ir/DebugInfoMetadata.cpp	107157	llvm-core	move
llvm/lib/IR/DebugLoc.cpp	llvm-kain/src/core/ir/DebugLoc.cpp	6629	llvm-core	move
llvm/lib/IR/DebugProgramInstruction.cpp	llvm-kain/src/core/ir/DebugProgramInstruction.cpp	28651	llvm-core	move
llvm/lib/IR/DiagnosticHandler.cpp	llvm-kain/src/core/ir/DiagnosticHandler.cpp	3617	llvm-core	move
llvm/lib/IR/DiagnosticInfo.cpp	llvm-kain/src/core/ir/DiagnosticInfo.cpp	20404	llvm-core	move
llvm/lib/IR/DiagnosticPrinter.cpp	llvm-kain/src/core/ir/DiagnosticPrinter.cpp	3134	llvm-core	move
llvm/lib/IR/DIBuilder.cpp	llvm-kain/src/core/ir/DIBuilder.cpp	60052	llvm-core	move
llvm/lib/IR/DIExpressionOptimizer.cpp	llvm-kain/src/core/ir/DIExpressionOptimizer.cpp	12540	llvm-core	move
llvm/lib/IR/Dominators.cpp	llvm-kain/src/core/ir/Dominators.cpp	15785	llvm-core	move
llvm/lib/IR/EHPersonalities.cpp	llvm-kain/src/core/ir/EHPersonalities.cpp	6976	llvm-core	move
llvm/lib/IR/FPEnv.cpp	llvm-kain/src/core/ir/FPEnv.cpp	4119	llvm-core	move
llvm/lib/IR/Function.cpp	llvm-kain/src/core/ir/Function.cpp	39830	llvm-core	move
llvm/lib/IR/Globals.cpp	llvm-kain/src/core/ir/Globals.cpp	25367	llvm-core	move
llvm/lib/IR/GVMaterializer.cpp	llvm-kain/src/core/ir/GVMaterializer.cpp	648	llvm-core	move
llvm/lib/IR/InlineAsm.cpp	llvm-kain/src/core/ir/InlineAsm.cpp	11347	llvm-core	move
llvm/lib/IR/Instruction.cpp	llvm-kain/src/core/ir/Instruction.cpp	54352	llvm-core	move
llvm/lib/IR/Instructions.cpp	llvm-kain/src/core/ir/Instructions.cpp	168212	llvm-core	move
llvm/lib/IR/IntrinsicInst.cpp	llvm-kain/src/core/ir/IntrinsicInst.cpp	30613	llvm-core	move
